Research ID,Raw Skill,Skill Tag,Correlation Coefficient
"AFSC 11S1*, Entry/Student",information system,ESCO.813,0.8604280810149119
"AFSC 11S1*, Entry/Student",information system,ESCO.818,0.9072530569233033
"AFSC 11S1*, Entry/Student",information system,OSN.524,0.9212522530743671
"AFSC 11T1*, Entry/Student",management,ESCO.565,0.8695018190415156
"AFSC 11T1*, Entry/Student",management,ESCO.888,0.8755034228670598
"AFSC 11T1*, Entry/Student",operating procedures,OSN.726,0.8622111905939293
"AFSC 11T1*, Entry/Student",information system,ESCO.265,0.8586308291335879
"AFSC 11T1*, Entry/Student",information system,ESCO.327,0.8665197101165986
"AFSC 11T1*, Entry/Student",information system,ESCO.344,0.8544772066707875
"AFSC 11T1*, Entry/Student",information system,ESCO.355,0.8696035922491209
"AFSC 11T1*, Entry/Student",information system,ESCO.813,0.8604280810149119
"AFSC 11T1*, Entry/Student",information system,ESCO.818,0.9072530569233033
"AFSC 11T1*, Entry/Student",information system,OSN.524,0.9212522530743671
"AFSC 11U1*, Entry/Student",management,ESCO.565,0.8695018190415156
"AFSC 11U1*, Entry/Student",management,ESCO.888,0.8755034228670598
"AFSC 11U1*, Entry/Student",operating procedures,OSN.726,0.8622111905939293
"AFSC 11U1*, Entry/Student",information system,ESCO.265,0.8586308291335879
"AFSC 11U1*, Entry/Student",information system,ESCO.327,0.8665197101165986
"AFSC 11U1*, Entry/Student",information system,ESCO.344,0.8544772066707875
"AFSC 11U1*, Entry/Student",information system,ESCO.355,0.8696035922491209
"AFSC 11U1*, Entry/Student",information system,ESCO.813,0.8604280810149119
"AFSC 11U1*, Entry/Student",information system,ESCO.818,0.9072530569233033
"AFSC 11U1*, Entry/Student",information system,OSN.524,0.9212522530743671
"AFSC 11U3X, completion of a current T5 Investigation IAW DoDM 5200.02_AFMAN 16-1405, Air Force Personnel Security Program.",management,ESCO.565,0.8695018190415156
"AFSC 11U3X, completion of a current T5 Investigation IAW DoDM 5200.02_AFMAN 16-1405, Air Force Personnel Security Program.",management,ESCO.888,0.8755034228670598
"AFSC 11U3X, completion of a current T5 Investigation IAW DoDM 5200.02_AFMAN 16-1405, Air Force Personnel Security Program.",r,ESCO.396,1.0
"AFSC 11U3X, completion of a current T5 Investigation IAW DoDM 5200.02_AFMAN 16-1405, Air Force Personnel Security Program.",systems program,ESCO.1095,0.8609456174241411
"AFSC 11U3X, completion of a current T5 Investigation IAW DoDM 5200.02_AFMAN 16-1405, Air Force Personnel Security Program.",automated systems,ESCO.806,0.8525991574553565
"AFSC 11U3X, completion of a current T5 Investigation IAW DoDM 5200.02_AFMAN 16-1405, Air Force Personnel Security Program.",automated systems,ESCO.916,0.8822130608632807
"AFSC 11U3X, completion of a current T5 Investigation IAW DoDM 5200.02_AFMAN 16-1405, Air Force Personnel Security Program.",automated systems,ESCO.1079,0.8822130608632807
"AFSC 11U3X, completion of a current T5 Investigation IAW DoDM 5200.02_AFMAN 16-1405, Air Force Personnel Security Program.",automated systems,ESCO.1119,0.8723602275431189
"AFSC 12B1*, Entry/Student",management,ESCO.565,0.8695018190415156
"AFSC 12B1*, Entry/Student",management,ESCO.888,0.8755034228670598
"AFSC 12B1*, Entry/Student",operating procedures,OSN.726,0.8622111905939293
"AFSC 12B1*, Entry/Student",information system,ESCO.265,0.8586308291335879
"AFSC 12B1*, Entry/Student",information system,ESCO.327,0.8665197101165986
"AFSC 12B1*, Entry/Student",information system,ESCO.344,0.8544772066707875
"AFSC 12B1*, Entry/Student",information system,ESCO.355,0.8696035922491209
"AFSC 12B1*, Entry/Student",information system,ESCO.813,0.8604280810149119
"AFSC 12B1*, Entry/Student",information system,ESCO.818,0.9072530569233033
"AFSC 12B1*, Entry/Student",information system,OSN.524,0.9212522530743671
"AFSC 12E1*, Entry/Student",evaluation project,ESCO.565,0.8552316699420164
"AFSC 12E1*, Entry/Student",test procedures,ESCO.371,0.9999999999999998
"AFSC 12E1*, Entry/Student",test procedures,OSN.726,0.8644606740872863
"AFSC 12E1*, Entry/Student",research,OSN.260,0.8794616282740241
"AFSC 12E1*, Entry/Student",research,OSN.626,0.8893910384657686
"AFSC 12E1*, Entry/Student",information system,ESCO.265,0.8586308291335879
"AFSC 12E1*, Entry/Student",information system,ESCO.327,0.8665197101165986
"AFSC 12E1*, Entry/Student",information system,ESCO.344,0.8544772066707875
"AFSC 12E1*, Entry/Student",information system,ESCO.355,0.8696035922491209
"AFSC 12E1*, Entry/Student",information system,ESCO.813,0.8604280810149119
"AFSC 12E1*, Entry/Student",information system,ESCO.818,0.9072530569233033
"AFSC 12E1*, Entry/Student",information system,OSN.524,0.9212522530743671
"AFSC 12F1*, Entry/Student",management,ESCO.565,0.8695018190415156
"AFSC 12F1*, Entry/Student",management,ESCO.888,0.8755034228670598
"AFSC 12F1*, Entry/Student",operating procedures,OSN.726,0.8622111905939293
"AFSC 12F1*, Entry/Student",information system,ESCO.265,0.8586308291335879
"AFSC 12F1*, Entry/Student",information system,ESCO.327,0.8665197101165986
"AFSC 12F1*, Entry/Student",information system,ESCO.344,0.8544772066707875
"AFSC 12F1*, Entry/Student",information system,ESCO.355,0.8696035922491209
"AFSC 12F1*, Entry/Student",information system,ESCO.813,0.8604280810149119
"AFSC 12F1*, Entry/Student",information system,ESCO.818,0.9072530569233033
"AFSC 12F1*, Entry/Student",information system,OSN.524,0.9212522530743671
"AFSC 12G3*, Qualified",information system,ESCO.265,0.8586308291335879
"AFSC 12G3*, Qualified",information system,ESCO.327,0.8665197101165986
"AFSC 12G3*, Qualified",information system,ESCO.344,0.8544772066707875
"AFSC 12G3*, Qualified",information system,ESCO.355,0.8696035922491209
"AFSC 12G3*, Qualified",information system,ESCO.813,0.8604280810149119
"AFSC 12G3*, Qualified",information system,ESCO.818,0.9072530569233033
"AFSC 12G3*, Qualified",information system,OSN.524,0.9212522530743671
"AFSC 12H1*, Entry/Student",management,ESCO.565,0.8695018190415156
"AFSC 12H1*, Entry/Student",management,ESCO.888,0.8755034228670598
"AFSC 12H1*, Entry/Student",operating procedures,OSN.726,0.8622111905939293
"AFSC 12H1*, Entry/Student",information system,ESCO.265,0.8586308291335879
"AFSC 12H1*, Entry/Student",information system,ESCO.327,0.8665197101165986
"AFSC 12H1*, Entry/Student",information system,ESCO.344,0.8544772066707875
"AFSC 12H1*, Entry/Student",information system,ESCO.355,0.8696035922491209
"AFSC 12H1*, Entry/Student",information system,ESCO.813,0.8604280810149119
"AFSC 12H1*, Entry/Student",information system,ESCO.818,0.9072530569233033
"AFSC 12H1*, Entry/Student",information system,OSN.524,0.9212522530743671
"AFSC 12K1*, Entry/Student",management,ESCO.565,0.8695018190415156
"AFSC 12K1*, Entry/Student",management,ESCO.888,0.8755034228670598
"AFSC 12K1*, Entry/Student",operating procedures,OSN.726,0.8622111905939293
"AFSC 12M1*, Entry/Student",management,ESCO.565,0.8695018190415156
"AFSC 12M1*, Entry/Student",management,ESCO.888,0.8755034228670598
"AFSC 12M1*, Entry/Student",operating procedures,OSN.726,0.8622111905939293
"AFSC 12R1*, Entry/Student",management,ESCO.565,0.8695018190415156
"AFSC 12R1*, Entry/Student",management,ESCO.888,0.8755034228670598
"AFSC 12R1*, Entry/Student",operating procedures,OSN.726,0.8622111905939293
"AFSC 12R1*, Entry/Student",electronic,ESCO.1115,0.8602923876587271
"AFSC 12R1*, Entry/Student",information system,ESCO.265,0.8586308291335879
"AFSC 12R1*, Entry/Student",information system,ESCO.327,0.8665197101165986
"AFSC 12R1*, Entry/Student",information system,ESCO.344,0.8544772066707875
"AFSC 12R1*, Entry/Student",information system,ESCO.355,0.8696035922491209
"AFSC 12R1*, Entry/Student",information system,ESCO.813,0.8604280810149119
"AFSC 12R1*, Entry/Student",information system,ESCO.818,0.9072530569233033
"AFSC 12R1*, Entry/Student",information system,OSN.524,0.9212522530743671
"AFSC 12S1*, Entry/Student",management,ESCO.565,0.8695018190415156
"AFSC 12S1*, Entry/Student",management,ESCO.888,0.8755034228670598
"AFSC 12S1*, Entry/Student",r,ESCO.396,1.0
"AFSC 12S1*, Entry/Student",operations training,OSN.739,0.8536825263109007
"AFSC 12S1*, Entry/Student",operating procedures,OSN.726,0.8622111905939293
"AFSC 12S1*, Entry/Student",information system,ESCO.265,0.8586308291335879
"AFSC 12S1*, Entry/Student",information system,ESCO.327,0.8665197101165986
"AFSC 12S1*, Entry/Student",information system,ESCO.344,0.8544772066707875
"AFSC 12S1*, Entry/Student",information system,ESCO.355,0.8696035922491209
"AFSC 12S1*, Entry/Student",information system,ESCO.813,0.8604280810149119
"AFSC 12S1*, Entry/Student",information system,ESCO.818,0.9072530569233033
"AFSC 12S1*, Entry/Student",information system,OSN.524,0.9212522530743671
"AFSC 12U1*, Entry/Student",operating,ESCO.1245,0.887415991611435
"AFSC 12U1*, Entry/Student",managing systems,ESCO.158,0.8517090025437333
"AFSC 12U1*, Entry/Student",managing systems,ESCO.544,0.8653694217058651
"AFSC 12U1*, Entry/Student",managing systems,ESCO.854,0.8615491396492575
"AFSC 12U1*, Entry/Student",managing systems,ESCO.888,0.8655160582588474
"AFSC 12U1*, Entry/Student",managing systems,ESCO.899,0.8544060496298435
"AFSC 12U1*, Entry/Student",managing systems,ESCO.916,0.8502990647653239
"AFSC 12U1*, Entry/Student",managing systems,ESCO.1079,0.8502990647653239
"AFSC 12U1*, Entry/Student",management,ESCO.565,0.8695018190415156
"AFSC 12U1*, Entry/Student",management,ESCO.888,0.8755034228670598
"AFSC 12U1*, Entry/Student",operating procedures,OSN.726,0.8622111905939293
"AFSC 12U1*, Entry/Student",coordination,OSN.345,0.8696678881923361
"AFSC 12U1*, Entry/Student",coordination,OSN.880,0.8676778378075425
"AFSC 13A1, Entry",resource management,OSN.392,0.8738970556485081
"AFSC 13A1, Entry",operating,ESCO.1245,0.887415991611435
"AFSC 13A1, Entry",performance systems,ESCO.732,0.8714190846762273
"AFSC 13A1, Entry",performance systems,OSN.46,0.8844449076512132
"AFSC 13A1, Entry",performance systems,OSN.700,0.8621001522084917
"AFSC 13A1, Entry",support systems,ESCO.288,0.9177227967245528
"AFSC 13A1, Entry",support systems,ESCO.916,0.8565054146130301
"AFSC 13A1, Entry",support systems,ESCO.1079,0.8565054146130301
"AFSC 13A1, Entry",support systems,ESCO.1117,0.8562643118676517
"AFSC 13A1, Entry",electronic,ESCO.1115,0.8602923876587271
"AFSC 13A1, Entry",systems,ESCO.84,0.8691140588257024
"AFSC 13A1, Entry",systems,ESCO.89,0.8530845077689144
"AFSC 13A1, Entry",systems,ESCO.172,0.8671411242371148
"AFSC 13A1, Entry",systems,ESCO.387,0.8873658517124692
"AFSC 13A1, Entry",systems,ESCO.916,1.0
"AFSC 13A1, Entry",systems,ESCO.962,0.8509341762650352
"AFSC 13A1, Entry",systems,ESCO.1079,1.0
"AFSC 13A1, Entry",systems,ESCO.1245,0.9024515147271578
"AFSC 13A1, Entry",systems,OSN.497,0.879669698758397
"AFSC 13A1, Entry",computer programs,ESCO.174,0.8698946271242726
"AFSC 13A1, Entry",computer programs,ESCO.707,0.8601783585103666
"AFSC 13A1, Entry",computer programs,OSN.625,0.8807818347625208
"AFSC 13B1*, Entry",management,ESCO.565,0.8695018190415156
"AFSC 13B1*, Entry",management,ESCO.888,0.8755034228670598
"AFSC 13B1*, Entry",information management,ESCO.187,0.9008854686635074
"AFSC 13B1*, Entry",information management,ESCO.355,0.8625596381389595
"AFSC 13B1*, Entry",information management,ESCO.1133,0.863138509933319
"AFSC 13B1*, Entry",information management,OSN.212,0.8546443412652351
"AFSC 13B1*, Entry",information management,OSN.392,0.8502241313142549
"AFSC 13B1*, Entry",communication,OSN.880,0.869581701610172
"AFSC 13B1*, Entry",coordination,OSN.345,0.8696678881923361
"AFSC 13B1*, Entry",coordination,OSN.880,0.8676778378075425
"AFSC 13B1*, Entry",communication system,ESCO.138,0.8613776453635091
"AFSC 13B1*, Entry",communication system,ESCO.1213,0.8713685874056295
"AFSC 13B1*, Entry",communication system,OSN.779,0.8980496704944054
"AFSC 13B1*, Entry",systems management,ESCO.57,0.895615440326551
"AFSC 13B1*, Entry",systems management,ESCO.64,0.8541047364707856
"AFSC 13B1*, Entry",systems management,ESCO.84,0.8713303412316484
"AFSC 13B1*, Entry",systems management,ESCO.105,0.8610464402304242
"AFSC 13B1*, Entry",systems management,ESCO.158,0.8671050990606237
"AFSC 13B1*, Entry",systems management,ESCO.387,0.8547796736908493
"AFSC 13B1*, Entry",systems management,ESCO.429,0.8543006555061271
"AFSC 13B1*, Entry",systems management,ESCO.544,0.9329060017222732
"AFSC 13B1*, Entry",systems management,ESCO.806,0.9080538327243358
"AFSC 13B1*, Entry",systems management,ESCO.854,0.9270042909298596
"AFSC 13B1*, Entry",systems management,ESCO.888,0.9066882092372205
"AFSC 13B1*, Entry",systems management,ESCO.916,0.891293998580954
"AFSC 13B1*, Entry",systems management,ESCO.1079,0.891293998580954
"AFSC 13B1*, Entry",systems management,ESCO.1246,0.8658355453973237
"AFSC 13B1*, Entry",systems management,OSN.318,0.8570309254732756
"AFSC 13B1*, Entry",systems management,OSN.738,0.8749646260294002
"AFSC 13B1*, Entry",systems management,OSN.779,0.8703383282810759
"AFSC 13B1*, Entry",systems management,OSN.914,0.8560218693370537
"AFSC 13B1*, Entry",system operating,ESCO.590,0.8609716504915395
"AFSC 13B1*, Entry",system operating,ESCO.754,0.8710895987552983
"AFSC 13B1*, Entry",system operating,ESCO.978,0.917516845071288
"AFSC 13B1*, Entry",system operating,ESCO.1245,0.9473643348945084
"AFSC 13B1*, Entry",system operating,OSN.194,0.9494137022748707
"AFSC 13B1*, Entry",system operating,OSN.606,0.8859480769740865
"AFSC 13B1*, Entry",information system,ESCO.265,0.8586308291335879
"AFSC 13B1*, Entry",information system,ESCO.327,0.8665197101165986
"AFSC 13B1*, Entry",information system,ESCO.344,0.8544772066707875
"AFSC 13B1*, Entry",information system,ESCO.355,0.8696035922491209
"AFSC 13B1*, Entry",information system,ESCO.813,0.8604280810149119
"AFSC 13B1*, Entry",information system,ESCO.818,0.9072530569233033
"AFSC 13B1*, Entry",information system,OSN.524,0.9212522530743671
"AFSC 13H1, Entry",biology,ESCO.1142,0.8836741301971208
"AFSC 13H1, Entry",research development,OSN.260,0.8562478069987304
"AFSC 13H1, Entry",scientific data,ESCO.1186,0.9264431826497307
"AFSC 13H1, Entry",operational research,OSN.260,0.8558222649758759
"AFSC 13H1, Entry",development test,OSN.817,0.8907455078842685
"AFSC 13H1, Entry",development test,OSN.818,0.8753694338455139
"AFSC 13H1, Entry",programming,ESCO.174,0.8672291704754024
"AFSC 13H1, Entry",programming,ESCO.522,0.8587864813675486
"AFSC 13H1, Entry",system integration,ESCO.39,0.8636485810677382
"AFSC 13H1, Entry",system integration,ESCO.485,0.8517503365734601
"AFSC 13H1, Entry",system integration,ESCO.558,0.8756227550969291
"AFSC 13H1, Entry",system integration,ESCO.665,0.868230945029099
"AFSC 13H1, Entry",system integration,ESCO.1184,0.880247881667324
"AFSC 13H1, Entry",system integration,OSN.234,0.8832735540053399
"AFSC 13H1, Entry",research,OSN.260,0.8794616282740241
"AFSC 13H1, Entry",research,OSN.626,0.8893910384657686
"AFSC 13H1, Entry",information system,ESCO.265,0.8586308291335879
"AFSC 13H1, Entry",information system,ESCO.327,0.8665197101165986
"AFSC 13H1, Entry",information system,ESCO.344,0.8544772066707875
"AFSC 13H1, Entry",information system,ESCO.355,0.8696035922491209
"AFSC 13H1, Entry",information system,ESCO.813,0.8604280810149119
"AFSC 13H1, Entry",information system,ESCO.818,0.9072530569233033
"AFSC 13H1, Entry",information system,OSN.524,0.9212522530743671
"AFSC 13H1, Entry",capability development,OSN.31,0.850337666553703
"AFSC 13H1, Entry",capability development,OSN.795,0.8526502515394879
"AFSC 13M1, Entry",services services,ESCO.1238,0.878301333044746
"AFSC 13M1, Entry",management,ESCO.565,0.8695018190415156
"AFSC 13M1, Entry",management,ESCO.888,0.8755034228670598
"AFSC 13M1, Entry",radio equipment,ESCO.10,0.9416526225628631
"AFSC 13M1, Entry",radio equipment,ESCO.175,0.875873335064038
"AFSC 13M1, Entry",radio equipment,ESCO.868,0.8926661292036797
"AFSC 13M1, Entry",support systems,ESCO.288,0.9177227967245528
"AFSC 13M1, Entry",support systems,ESCO.916,0.8565054146130301
"AFSC 13M1, Entry",support systems,ESCO.1079,0.8565054146130301
"AFSC 13M1, Entry",support systems,ESCO.1117,0.8562643118676517
"AFSC 13M1, Entry",control system,ESCO.387,0.9471340732989019
"AFSC 13M1, Entry",control system,ESCO.436,0.8720392156921882
"AFSC 13M1, Entry",control system,ESCO.517,0.8835929196312978
"AFSC 13M1, Entry",control system,ESCO.571,0.9314459767139128
"AFSC 13M1, Entry",control system,ESCO.590,0.8976403075106413
"AFSC 13M1, Entry",control system,ESCO.807,0.8599369378649053
"AFSC 13M1, Entry",control system,ESCO.920,0.8628545519470182
"AFSC 13M1, Entry",control system,ESCO.1063,0.8681584530091104
"AFSC 13M1, Entry",control system,ESCO.1064,0.8681072849610638
"AFSC 13M1, Entry",control system,ESCO.1113,0.8526763184942157
"AFSC 13M1, Entry",control system,OSN.239,0.883654438206851
"AFSC 13M1, Entry",control system,OSN.240,0.8819867340823506
"AFSC 13M1, Entry",operate,ESCO.528,1.0
"AFSC 13M1, Entry",programming,ESCO.174,0.8672291704754024
"AFSC 13M1, Entry",programming,ESCO.522,0.8587864813675486
"AFSC 13N1, Entry",operations systems,ESCO.590,0.8506204236299246
"AFSC 13N1, Entry",operations systems,ESCO.916,0.8658497528352725
"AFSC 13N1, Entry",operations systems,ESCO.1079,0.8658497528352725
"AFSC 13N1, Entry",operations systems,ESCO.1245,0.9054963584089815
"AFSC 13N1, Entry",management,ESCO.565,0.8695018190415156
"AFSC 13N1, Entry",management,ESCO.888,0.8755034228670598
"AFSC 13N1, Entry",r,ESCO.396,1.0
"AFSC 13N1, Entry",storage,ESCO.841,0.8726481249703989
"AFSC 13N1, Entry",information system,ESCO.265,0.8586308291335879
"AFSC 13N1, Entry",information system,ESCO.327,0.8665197101165986
"AFSC 13N1, Entry",information system,ESCO.344,0.8544772066707875
"AFSC 13N1, Entry",information system,ESCO.355,0.8696035922491209
"AFSC 13N1, Entry",information system,ESCO.813,0.8604280810149119
"AFSC 13N1, Entry",information system,ESCO.818,0.9072530569233033
"AFSC 13N1, Entry",information system,OSN.524,0.9212522530743671
"AFSC 13O1, Entry Level",control processes,ESCO.49,0.8858028459841029
"AFSC 13O1, Entry Level",control processes,ESCO.387,0.8583139160205482
"AFSC 13O1, Entry Level",control system,ESCO.387,0.9471340732989019
"AFSC 13O1, Entry Level",control system,ESCO.436,0.8720392156921882
"AFSC 13O1, Entry Level",control system,ESCO.517,0.8835929196312978
"AFSC 13O1, Entry Level",control system,ESCO.571,0.9314459767139128
"AFSC 13O1, Entry Level",control system,ESCO.590,0.8976403075106413
"AFSC 13O1, Entry Level",control system,ESCO.807,0.8599369378649053
"AFSC 13O1, Entry Level",control system,ESCO.920,0.8628545519470182
"AFSC 13O1, Entry Level",control system,ESCO.1063,0.8681584530091104
"AFSC 13O1, Entry Level",control system,ESCO.1064,0.8681072849610638
"AFSC 13O1, Entry Level",control system,ESCO.1113,0.8526763184942157
"AFSC 13O1, Entry Level",control system,OSN.239,0.883654438206851
"AFSC 13O1, Entry Level",control system,OSN.240,0.8819867340823506
"AFSC 13O1, Entry Level",information system,ESCO.265,0.8586308291335879
"AFSC 13O1, Entry Level",information system,ESCO.327,0.8665197101165986
"AFSC 13O1, Entry Level",information system,ESCO.344,0.8544772066707875
"AFSC 13O1, Entry Level",information system,ESCO.355,0.8696035922491209
"AFSC 13O1, Entry Level",information system,ESCO.813,0.8604280810149119
"AFSC 13O1, Entry Level",information system,ESCO.818,0.9072530569233033
"AFSC 13O1, Entry Level",information system,OSN.524,0.9212522530743671
"AFSC 13O1, Entry Level",programming,ESCO.174,0.8672291704754024
"AFSC 13O1, Entry Level",programming,ESCO.522,0.8587864813675486
"AFSC 13S1*, Entry",supporting system,ESCO.288,0.859245686195742
"AFSC 13S1*, Entry",managing systems,ESCO.158,0.8517090025437333
"AFSC 13S1*, Entry",managing systems,ESCO.544,0.8653694217058651
"AFSC 13S1*, Entry",managing systems,ESCO.854,0.8615491396492575
"AFSC 13S1*, Entry",managing systems,ESCO.888,0.8655160582588474
"AFSC 13S1*, Entry",managing systems,ESCO.899,0.8544060496298435
"AFSC 13S1*, Entry",managing systems,ESCO.916,0.8502990647653239
"AFSC 13S1*, Entry",managing systems,ESCO.1079,0.8502990647653239
"AFSC 13S1*, Entry",life cycle,OSN.33,0.8799148960238353
"AFSC 13S1*, Entry",life cycle,OSN.741,0.8542861007155184
"AFSC 13S1*, Entry",systems manages system,ESCO.212,0.8548178764586872
"AFSC 13S1*, Entry",systems manages system,ESCO.387,0.8718437867330859
